,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kharsia,IN,21.9667,83.1167,93.29,26,94,1.32,overcast clouds
348,Gonbad-E Qabus,IR,37.25,55.1672,57.52,91,98,8.9,light rain
349,Uusikaupunki,FI,60.8004,21.4084,46.29,67,60,7.96,broken clouds
350,Vetluga,RU,57.8557,45.781,44.74,92,53,5.88,light rain
351,Aykhal,RU,66.0,111.5,16.99,87,63,3.49,broken clouds
352,Cockburn Town,TC,21.4612,-71.1419,78.96,83,100,22.64,overcast clouds
353,Kirksville,US,40.1948,-92.5833,77.58,53,31,7.45,scattered clouds
354,Mudgee,AU,-32.5943,149.5871,60.78,98,95,2.57,overcast clouds
355,Kudahuvadhoo,MV,2.6708,72.8944,82.27,79,94,18.1,light rain
356,Saravan,AM,39.7196,45.6483,43.38,77,49,4.76,scattered clouds
357,Uyuni,BO,-20.4597,-66.825,50.5,11,0,17.98,clear sky
358,Port Hawkesbury,CA,45.6169,-61.3485,69.78,59,98,7.0,overcast clouds
359,Twentynine Palms,US,34.1356,-116.0542,78.96,13,0,7.38,clear sky
360,Kodiak,US,57.79,-152.4072,43.86,69,3,9.33,clear sky
361,Jining,CN,35.405,116.5814,53.89,30,84,3.18,broken clouds
362,Vardo,NO,70.3705,31.1107,37.38,81,0,10.36,clear sky
363,Marienburg,PL,54.0359,19.0266,62.11,81,100,4.99,overcast clouds
364,Tyup,KG,42.7276,78.3648,51.84,56,83,4.72,broken clouds
365,Inirida,CO,3.8653,-67.9239,84.31,80,51,1.5,broken clouds
366,Hun,LY,29.1268,15.9477,74.91,28,69,7.45,broken clouds
367,Mackay,AU,-21.15,149.2,70.68,87,0,6.06,clear sky
368,Sabha,LY,27.0377,14.4283,78.4,21,0,11.05,clear sky
369,Quebradillas,PR,18.4738,-66.9385,89.69,77,96,11.01,overcast clouds
370,Ponta Do Sol,PT,32.6667,-17.1,74.01,75,5,4.38,clear sky
371,Bathsheba,BB,13.2167,-59.5167,82.69,68,50,19.28,scattered clouds
372,Nome,US,64.5011,-165.4064,30.16,64,0,8.05,clear sky
373,Naze,JP,28.3667,129.4833,71.62,94,100,19.08,light rain
374,Nikolsk,RU,53.7189,46.0712,46.8,87,62,7.76,broken clouds
375,Griffith,US,41.5284,-87.4237,87.94,39,0,5.75,clear sky
376,Dongsheng,CN,39.8161,109.9776,45.84,30,100,3.06,overcast clouds
377,Lacaron,PH,6.4489,125.5792,79.14,85,100,2.51,light rain
378,Colares,PT,38.7992,-9.4469,85.19,31,0,9.22,clear sky
379,Omis,HR,43.4447,16.6886,78.73,69,9,5.32,clear sky
380,Jaguarari,BR,-10.2639,-40.1958,88.39,30,34,10.83,scattered clouds
381,Chapais,CA,49.7834,-74.8492,67.03,75,97,9.55,overcast clouds
382,Moerai,PF,-22.4333,-151.3333,79.68,79,81,15.68,light rain
383,Maningrida,AU,-12.0667,134.2667,75.6,77,56,6.51,broken clouds
384,Muros,ES,42.7762,-9.0603,81.68,60,48,4.14,scattered clouds
385,Amahai,ID,-3.3333,128.9167,79.83,83,66,2.28,broken clouds
386,Waspan,NI,14.7419,-83.9717,83.3,66,92,9.17,overcast clouds
387,Wadi Maliz,TN,36.4681,8.5495,81.75,27,1,9.69,clear sky
388,Beyneu,KZ,45.3167,55.2,63.1,48,81,10.33,broken clouds
389,Fukue,JP,32.6881,128.8419,65.73,87,100,17.63,light rain
390,Meulaboh,ID,4.1363,96.1285,79.2,85,96,2.59,overcast clouds
391,Souillac,MU,-20.5167,57.5167,73.78,78,40,4.61,scattered clouds
392,Touros,BR,-5.1989,-35.4608,78.51,87,97,11.83,moderate rain
393,Northam,GB,51.0333,-4.2167,59.4,79,43,17.07,scattered clouds
394,Mairi,BR,-11.7114,-40.1489,89.11,32,1,10.02,clear sky
395,Midyat,TR,37.4247,41.3393,61.34,44,0,7.96,clear sky
396,Esperance,AU,-33.8667,121.9,57.96,68,100,22.15,overcast clouds
397,Trat,TH,12.5,102.5,85.91,92,69,2.48,broken clouds
398,Juneau,US,58.3019,-134.4197,48.85,89,66,2.19,broken clouds
399,Numan,NG,9.4667,12.0333,94.03,39,35,7.05,scattered clouds
400,Erenhot,CN,43.6475,111.9767,48.02,36,16,3.67,few clouds
401,Acapulco,MX,16.8634,-99.8901,89.42,66,100,5.75,overcast clouds
402,Kotlas,RU,61.2611,46.6556,44.49,91,100,5.97,overcast clouds
403,Flin Flon,CA,54.7682,-101.865,47.52,64,100,18.05,overcast clouds
404,Faya,SA,18.3851,42.4509,77.52,21,3,10.31,clear sky
405,Awbari,LY,26.5921,12.7805,79.48,18,0,10.8,clear sky
406,Dabwali,IN,29.95,74.7333,100.42,7,0,4.68,clear sky
407,Kendari,ID,-3.945,122.4989,75.99,93,97,2.59,overcast clouds
408,Laguna,US,38.421,-121.4238,73.02,47,0,4.61,clear sky
409,Aguililla,MX,18.7333,-102.7333,85.51,37,100,4.23,overcast clouds
410,Linares,CL,-35.85,-71.6,61.47,58,36,7.27,scattered clouds
411,Henties Bay,NA,-22.116,14.2845,58.01,82,2,11.16,clear sky
412,Malatya,TR,38.5,38.0,53.65,38,0,5.75,clear sky
413,Grindavik,IS,63.8424,-22.4338,39.67,56,20,21.85,few clouds
414,Dombarovskiy,RU,50.7587,59.5386,54.75,81,100,22.73,overcast clouds
415,Eyl,SO,7.9803,49.8164,83.91,78,95,25.21,overcast clouds
416,Taksimo,RU,56.3444,114.8794,40.57,85,98,5.19,overcast clouds
417,Allen,US,41.0706,-85.0144,84.18,51,40,8.05,scattered clouds
418,Muisne,EC,0.6,-80.0333,79.32,81,90,9.8,overcast clouds
419,Verkhoyansk,RU,67.5447,133.385,22.03,73,100,5.64,overcast clouds
420,Vanimo,PG,-2.6741,141.3028,77.95,85,100,4.79,overcast clouds
421,Ahuatempan,MX,18.4167,-98.0167,76.57,19,53,3.51,broken clouds
422,Kashiwazaki,JP,37.3667,138.55,65.88,99,100,4.9,light rain
423,Dakar,SN,14.6937,-17.4441,92.28,73,50,5.28,scattered clouds
424,Yulara,AU,-25.2406,130.9889,65.66,48,100,7.27,overcast clouds
425,Kirakira,SB,-10.4544,161.9205,78.35,83,10,2.28,clear sky
426,Garden City,US,42.3256,-83.331,85.15,55,1,1.01,clear sky
427,Klaksvik,FO,62.2266,-6.589,45.52,67,75,21.09,broken clouds
428,Nanortalik,GL,60.1432,-45.2371,32.79,90,100,4.99,overcast clouds
429,Hartford,US,41.7668,-72.7662,81.48,71,100,3.44,overcast clouds
430,Abrau-Dyurso,RU,44.69,37.59,58.48,82,0,7.85,clear sky
431,Sinnamary,GF,5.3833,-52.95,83.1,73,18,11.39,few clouds
432,Grand-Lahou,CI,5.1367,-5.0242,83.46,74,100,8.81,overcast clouds
433,Kununurra,AU,-15.7667,128.7333,71.58,83,79,0.0,broken clouds
434,Montepuez,MZ,-13.1256,38.9997,71.82,58,39,4.21,scattered clouds
435,Atasu,KZ,48.6814,71.6433,64.89,29,93,5.28,overcast clouds
436,Cherskiy,RU,68.75,161.3,31.64,76,41,11.63,scattered clouds
437,Manjacaze,MZ,-24.7117,33.8828,68.7,77,0,5.73,clear sky
438,Hay River,CA,60.8156,-115.7999,51.69,56,98,5.88,overcast clouds
439,Stutterheim,ZA,-32.5708,27.424,48.83,97,4,1.59,clear sky
440,Lubao,PH,14.9167,120.55,83.91,76,36,3.04,scattered clouds
441,Toamasina,MG,-18.1667,49.3833,73.36,79,48,6.98,scattered clouds
442,Tutoia,BR,-2.7619,-42.2744,83.46,77,88,9.33,light rain
443,Huarmey,PE,-10.0681,-78.1522,70.05,73,47,9.98,scattered clouds
444,Hovd,MN,48.0056,91.6419,49.23,20,0,1.03,clear sky
445,Lensk,RU,60.7253,114.9278,37.11,93,100,5.64,overcast clouds
446,Katsuura,JP,35.1333,140.3,69.82,92,100,27.36,heavy intensity rain
447,Yugorsk,RU,61.3133,63.3319,54.63,58,97,7.85,overcast clouds
448,Salgueiro,BR,-8.0742,-39.1192,92.7,32,75,12.24,broken clouds
449,Samana,DO,19.2056,-69.3369,84.42,79,75,17.27,broken clouds
450,Robertson,US,36.5167,-86.8667,83.35,57,0,5.75,clear sky
451,Baherden,TM,38.4362,57.4316,65.43,61,90,7.58,light rain
452,Cuiluan,CN,47.72,128.648,37.83,81,92,1.61,overcast clouds
453,Marcavelica,PE,-4.8778,-80.7053,80.58,52,53,4.5,broken clouds
454,Padang,ID,-0.9492,100.3543,78.28,84,83,3.49,broken clouds
455,Zile,TR,40.3031,35.8864,58.08,47,0,1.77,clear sky
456,Rapid City,US,44.0805,-103.231,65.08,33,20,21.85,few clouds
457,San Martin,AR,-33.081,-68.4681,59.14,70,73,13.82,broken clouds
458,Aksay,RU,47.26,39.87,63.25,58,56,21.0,broken clouds
459,Nelson Bay,AU,-32.7167,152.15,69.12,98,98,1.99,overcast clouds
460,Constitucion,CL,-35.3333,-72.4167,60.28,65,6,8.61,clear sky
461,High Level,CA,58.5169,-117.136,54.54,56,80,5.66,broken clouds
462,Mount Isa,AU,-20.7333,139.5,62.37,72,0,5.75,clear sky
463,Baoqing,CN,46.3317,132.2111,45.05,47,42,2.13,scattered clouds
464,Constantine,DZ,36.365,6.6147,81.81,29,20,11.5,few clouds
465,Santa Maria,BR,-29.6842,-53.8069,66.78,59,38,6.17,scattered clouds
466,La Libertad,EC,-2.2333,-80.9,76.66,78,100,10.36,overcast clouds
467,Yaksatovo,RU,46.2434,48.0151,69.78,43,0,8.99,clear sky
468,Zapolyarnyy,RU,69.4154,30.8136,38.48,85,82,4.27,broken clouds
469,Uruzgan,AF,32.8333,66.0,73.83,13,0,3.85,clear sky
470,Camacupa,AO,-12.0167,17.4833,68.43,50,12,3.94,few clouds
471,Gornyak,RU,50.9942,81.4661,63.68,41,56,7.34,broken clouds
472,Muncar,ID,-8.4333,114.3333,77.41,91,39,1.5,scattered clouds
473,Pisco,PE,-13.7,-76.2167,68.02,82,20,9.22,mist
474,Namatanai,PG,-3.6667,152.4333,78.64,82,73,5.55,broken clouds
475,Lakes Entrance,AU,-37.8811,147.981,58.15,95,100,3.85,heavy intensity rain
476,Matsusaka,JP,34.5667,136.5333,66.09,98,100,3.2,moderate rain
477,Pleasant Point,NZ,-44.2667,171.1333,48.27,89,100,7.43,moderate rain
478,Effium,NG,6.6292,8.0593,89.64,56,74,9.57,broken clouds
479,Porto Santo,PT,33.072,-16.3415,71.98,60,20,6.91,few clouds
480,Tura,IN,25.5198,90.2201,72.09,97,97,5.41,overcast clouds
481,Trinidad,BO,-14.8333,-64.9,87.17,52,0,5.44,clear sky
482,Synya,RU,65.3718,58.0387,47.93,85,76,5.23,broken clouds
483,Marquette,US,46.5333,-87.6335,83.77,55,48,14.12,scattered clouds
484,Mizdah,LY,31.4451,12.9801,74.25,26,26,7.54,scattered clouds
485,Abalak,RU,58.1286,68.5944,59.47,49,99,9.93,overcast clouds
486,Arrecife,ES,28.963,-13.5477,69.78,83,20,4.61,few clouds
487,Kenai,US,60.5544,-151.2583,37.15,93,100,13.8,moderate rain
488,Lakselv,NO,70.0513,24.9718,42.62,52,40,6.91,scattered clouds
489,Tsaratanana,MG,-16.7833,47.65,69.78,74,1,6.62,clear sky
490,Horodnya,UA,51.8909,31.5974,54.43,73,56,5.23,broken clouds
491,Bosaso,SO,11.2842,49.1816,88.5,39,85,8.86,overcast clouds
492,Terney,RU,45.0503,136.6092,45.97,96,100,6.6,light rain
493,Freeport,US,40.6576,-73.5832,76.57,69,40,9.22,scattered clouds
494,Buenos Aires,AR,-34.6132,-58.3772,68.0,61,87,6.73,overcast clouds
495,Latung,PH,5.5,120.8833,81.88,78,98,4.07,overcast clouds
496,Dubai,AE,25.2582,55.3047,84.45,54,0,10.36,clear sky
497,Ballina,AU,-28.8667,153.5667,68.77,83,97,11.97,overcast clouds
498,Voh,NC,-20.9667,164.7,70.14,78,100,6.93,overcast clouds
499,Buba,GW,11.5833,-15.0,95.49,39,32,12.91,scattered clouds
500,Kapoeta,SS,4.7717,33.5903,86.88,34,68,10.16,broken clouds
501,Dire,ML,12.2833,-10.9667,104.86,14,79,5.03,broken clouds
502,Hambantota,LK,6.1241,81.1185,79.65,87,100,16.35,light rain
503,Puebloviejo,CO,10.9938,-74.2844,90.48,66,100,3.8,overcast clouds
504,Sutamarchan,CO,5.6154,-73.617,71.91,60,78,4.47,broken clouds
505,Itatiaia,BR,-22.4961,-44.5633,75.33,64,44,4.94,scattered clouds
506,Viransehir,TR,37.2353,39.7631,65.53,38,0,3.98,clear sky
507,Zhezkazgan,KZ,47.8043,67.7144,61.38,59,63,15.17,broken clouds
508,Sistranda,NO,63.7256,8.834,44.56,87,100,23.73,light rain
509,Mago,RU,53.2514,140.1822,40.12,95,98,5.3,overcast clouds
510,Kahului,US,20.8947,-156.47,75.85,67,20,11.01,few clouds
511,Becerril,CO,9.7041,-73.2793,92.34,53,68,6.44,broken clouds
512,Lumeje,AO,-11.55,20.7833,74.53,43,64,6.4,broken clouds
513,Beloha,MG,-25.1667,45.05,67.05,80,14,12.68,few clouds
514,Pleszew,PL,51.8964,17.7855,58.08,74,72,9.64,broken clouds
515,Pizarro,CO,4.9533,-77.366,81.32,81,99,3.09,light rain
516,Chitral,PK,35.8462,71.7858,71.38,26,10,2.57,clear sky
517,Mubi,NG,10.2676,13.2644,81.05,57,46,11.03,light rain
518,Ouadda,CF,8.0777,22.4007,73.06,79,76,6.29,light rain
519,Tarata,BO,-17.6167,-66.0167,73.08,24,6,3.09,clear sky
520,Minab,IR,27.1467,57.0801,84.65,48,0,5.14,clear sky
521,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.95,47,72,3.96,broken clouds
522,Yakeshi,CN,49.2833,120.7333,38.25,60,100,4.09,overcast clouds
523,Akureyri,IS,65.6835,-18.0878,34.36,85,100,6.58,light snow
524,Miri,MY,4.4148,114.0089,77.65,88,100,4.5,overcast clouds
525,Tangwani,PK,28.2787,68.9972,98.69,3,0,4.12,clear sky
526,Quatre Cocos,MU,-20.2078,57.7625,73.51,73,29,13.33,scattered clouds
527,Dunmore East,IE,52.1514,-6.9861,62.22,72,0,17.27,clear sky
528,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,38.43,96,100,1.52,overcast clouds
529,Graulhet,FR,43.7669,1.9894,79.54,69,72,6.98,broken clouds
530,Boffa,GN,10.1667,-14.0333,87.51,62,94,13.73,overcast clouds
531,Mendi,PG,-6.1761,143.6513,55.49,98,96,2.55,overcast clouds
532,Ondangwa,NA,-17.9167,15.95,76.98,21,1,7.05,clear sky
533,Niquelandia,BR,-14.4739,-48.4597,92.77,24,23,4.0,few clouds
534,Las Choapas,MX,17.9333,-94.0833,91.31,41,43,4.88,scattered clouds
535,Turukhansk,RU,65.8167,87.9833,41.14,79,44,3.06,scattered clouds
536,Beian,NO,63.6559,9.5683,45.01,87,75,18.41,light rain
537,Mukhen,RU,48.1,136.1,44.92,67,100,3.58,overcast clouds
538,Ouallam,NE,14.3188,2.0866,109.04,12,17,7.34,few clouds
539,Skala Fourkas,GR,39.9998,23.3841,69.55,62,95,9.75,overcast clouds
540,Porkhov,RU,57.765,29.5561,52.65,68,41,8.61,scattered clouds
541,Berlevag,NO,70.8578,29.0864,37.35,75,40,19.57,scattered clouds
542,Kouango,CF,4.9934,19.9619,82.38,65,83,3.91,broken clouds
543,Debre Sina,ET,9.85,39.7667,60.49,45,30,3.94,scattered clouds
544,Mazamari,PE,-11.3258,-74.5308,85.1,53,54,2.3,broken clouds
545,Nyaunglebin,MM,17.95,96.7333,77.36,91,2,6.08,moderate rain
546,Panaba,MX,21.2833,-88.2667,91.62,32,0,4.83,clear sky
547,Arlit,NE,18.7369,7.3853,103.86,6,32,8.59,scattered clouds
548,Baiao,BR,-2.7906,-49.6717,85.08,74,48,3.87,scattered clouds
549,Buckeye,US,33.3703,-112.5838,85.68,10,0,2.55,clear sky
550,Visby,SE,57.6409,18.296,57.06,58,0,9.22,clear sky
551,Urubicha,BO,-15.3833,-62.95,89.71,42,5,5.44,clear sky
552,Ceres,US,37.5949,-120.9577,70.81,55,0,11.5,clear sky
553,Evensk,RU,61.95,159.2333,30.22,92,99,3.74,overcast clouds
554,Vanavara,RU,60.34,102.2797,46.96,72,84,2.08,broken clouds
555,Taoudenni,ML,22.6783,-3.9836,101.95,7,20,18.5,few clouds
556,Dekalb,US,33.7504,-84.2333,75.2,66,75,8.63,broken clouds
557,Bilma,NE,18.6853,12.9164,96.06,10,1,17.83,clear sky
558,Bend,US,44.0582,-121.3153,49.24,59,20,12.66,few clouds
559,Fremont,US,37.5483,-121.9886,69.85,60,0,4.61,clear sky
560,Alofi,NU,-19.0595,-169.9187,76.06,64,100,16.58,overcast clouds
561,Opuwo,NA,-18.0607,13.84,69.53,22,0,2.13,clear sky
562,Mlonggo,ID,-6.5333,110.7,80.74,81,100,2.89,overcast clouds
563,Teya,RU,60.3778,92.6267,41.85,91,24,2.98,few clouds
564,Champerico,GT,14.3,-91.9167,86.04,63,2,6.2,clear sky
565,Ada,US,43.4166,-116.1262,53.49,63,100,8.01,overcast clouds
566,Gigmoto,PH,13.7796,124.39,80.58,85,16,7.56,few clouds
567,Honiara,SB,-9.4333,159.95,77.25,87,11,3.2,few clouds
568,Ahuimanu,US,21.4447,-157.8378,75.36,77,75,11.5,light rain
569,Yining,CN,29.0361,114.5636,63.46,92,99,3.44,overcast clouds
570,Jambi,ID,-1.6,103.6167,74.75,94,97,2.1,overcast clouds
571,Sambava,MG,-14.2667,50.1667,77.38,69,13,14.54,few clouds
572,Yar-Sale,RU,66.8333,70.8333,36.39,100,100,8.23,overcast clouds
573,Borzya,RU,50.3833,116.5167,38.61,80,88,7.9,overcast clouds
574,Derzhavinsk,KZ,51.1,66.3167,58.44,58,88,7.76,overcast clouds
575,Hualmay,PE,-11.0964,-77.6139,69.21,73,23,9.4,few clouds
576,Providencia,MX,28.7167,-111.5833,84.2,20,5,11.01,clear sky
577,Nunchia,CO,5.6406,-72.1986,85.37,67,59,3.13,broken clouds
578,Katherine,AU,-14.4667,132.2667,70.12,73,96,0.0,overcast clouds
579,Linxia,CN,35.6003,103.2064,39.99,97,100,4.99,overcast clouds
580,Vilyuysk,RU,63.7553,121.6247,27.59,84,69,11.63,broken clouds
581,Frumusita,RO,45.6667,28.0667,75.45,49,47,5.86,scattered clouds
582,Kaputa,ZM,-8.4689,29.6619,72.09,65,84,4.25,broken clouds
583,Ahipara,NZ,-35.1667,173.1667,52.86,80,13,1.9,few clouds
584,Husavik,IS,66.0449,-17.3389,34.02,99,100,6.6,light snow
585,Hellin,ES,38.5106,-1.701,78.78,33,2,12.66,clear sky
586,Sorada,IN,19.75,84.4333,87.13,64,8,2.8,clear sky
587,Pierre,US,44.3683,-100.351,70.72,42,0,26.46,clear sky
588,Tiquicheo,MX,18.8833,-100.7333,95.76,29,94,3.2,overcast clouds
589,Hirara,JP,24.8,125.2833,76.44,88,100,11.92,overcast clouds
590,Rajampet,IN,14.1833,79.1667,84.31,71,96,1.99,overcast clouds
591,Darmstadt,DE,49.8333,8.6667,72.16,42,88,7.83,overcast clouds
592,Isla Mujeres,MX,21.2311,-86.731,82.17,57,0,8.59,clear sky
593,Bambanglipuro,ID,-7.95,110.2833,79.65,87,94,2.13,light rain
594,Plavinas,LV,56.6178,25.7255,53.71,56,99,8.99,overcast clouds
595,Warrington,GB,53.3925,-2.5802,65.97,60,20,19.57,few clouds
596,Batticaloa,LK,7.7102,81.6924,84.36,68,95,5.75,overcast clouds
597,San Juan,AR,-31.5375,-68.5364,67.64,52,34,20.51,scattered clouds
598,Korla,CN,41.7597,86.1469,69.78,14,100,17.69,overcast clouds
599,Edd,ER,13.9297,41.6925,85.57,72,1,3.47,clear sky
600,Amalapuram,IN,16.5833,82.0167,82.33,86,7,5.08,clear sky
601,San Andres,CO,12.5847,-81.7006,84.22,74,75,6.91,broken clouds
602,Dwarka,IN,22.2394,68.9678,83.46,84,5,17.58,clear sky
603,Carballo,ES,43.213,-8.691,80.02,69,46,4.29,scattered clouds
604,Haian,CN,32.5436,120.45,51.3,84,44,6.31,scattered clouds
605,Koson,UZ,39.0375,65.585,70.12,37,18,8.66,few clouds
606,Umm Kaddadah,SD,13.6017,26.6876,94.73,16,26,8.03,scattered clouds
607,Tezu,IN,27.9167,96.1667,70.23,99,100,4.29,overcast clouds
608,Houma,US,29.5958,-90.7195,84.99,65,97,1.99,overcast clouds
609,Sechura,PE,-5.5569,-80.8222,76.44,60,24,7.34,few clouds
610,Standish,US,43.9831,-83.9589,86.85,52,12,8.61,few clouds
611,Umm Lajj,SA,25.0213,37.2685,85.35,55,0,1.77,clear sky
612,Naro Moru,KE,-0.1676,37.0213,59.29,89,94,4.72,overcast clouds
613,Sovetskiy,RU,61.3614,63.5842,54.36,58,99,8.19,overcast clouds
614,Wolsztyn,PL,52.1155,16.1171,65.98,59,93,12.91,overcast clouds
615,Yumen,CN,40.2833,97.2,46.67,55,80,7.23,broken clouds
616,Abatskoye,RU,56.2875,70.4555,61.07,44,86,12.03,overcast clouds
617,Dhuwaran,IN,22.2333,72.8,85.98,72,3,19.08,clear sky
618,Inza,RU,53.8533,46.3586,47.1,87,59,6.26,broken clouds
619,Usinsk,RU,65.9939,57.5281,52.32,65,92,8.97,overcast clouds
620,Newport,GB,51.5877,-2.9984,62.08,73,100,18.39,overcast clouds
621,Camacha,PT,33.0833,-16.3333,69.22,60,20,6.91,few clouds
622,Cafarnaum,BR,-11.6936,-41.4683,88.07,31,24,9.42,few clouds
623,Ampanihy,MG,-24.7,44.75,68.45,74,1,10.58,clear sky
624,Alta Floresta,BR,-9.8756,-56.0861,86.63,51,81,3.91,broken clouds
625,Chippewa Falls,US,44.9369,-91.3929,83.17,32,0,16.11,clear sky
626,Ribeira Brava,PT,32.65,-17.0667,73.0,79,4,4.03,clear sky
627,Oudtshoorn,ZA,-33.5907,22.2014,55.54,81,36,6.33,scattered clouds
628,Ayorou,NE,14.7308,0.9174,108.91,10,4,8.23,clear sky
629,Ginda,IN,30.6945,78.4932,66.51,41,45,7.11,scattered clouds
630,Miyako,JP,39.6367,141.9525,56.88,100,100,2.33,moderate rain
631,Prince Rupert,CA,54.3161,-130.3201,47.41,58,87,5.86,overcast clouds
632,Freetown,SL,8.484,-13.2299,81.97,76,83,9.31,broken clouds
633,Hilsa,IN,25.3167,85.2833,85.93,44,27,14.18,scattered clouds
634,Sibut,CF,5.718,19.0739,82.22,63,32,5.01,scattered clouds
635,Wembley,AU,-31.9333,115.8,58.78,94,75,5.75,broken clouds
636,Kharp,RU,66.8014,65.8081,36.79,100,100,3.96,overcast clouds
637,Puerto Escondido,MX,15.85,-97.0667,90.9,50,68,10.56,broken clouds
638,Zhenhai,CN,24.2582,118.0905,69.08,92,100,21.25,overcast clouds
639,Saint Anthony,US,45.0205,-93.218,74.93,50,0,14.97,clear sky
640,Haines Junction,CA,60.7522,-137.5108,33.12,79,100,3.09,overcast clouds
641,Rundu,NA,-17.9333,19.7667,68.99,27,0,0.54,clear sky
642,Gambo,CF,4.6482,22.2633,78.03,75,93,5.73,light rain
643,Mangan,IN,27.5167,88.5333,72.72,88,99,0.74,overcast clouds
644,Gulf Gate Estates,US,27.2517,-82.5147,87.06,50,0,11.5,clear sky
645,Caucaia,BR,-3.7361,-38.6531,80.55,82,75,14.97,heavy intensity rain
646,Caninde,BR,-4.3589,-39.3117,87.01,59,97,7.49,overcast clouds
647,Xico,MX,19.2667,-98.9333,74.48,25,41,2.73,scattered clouds
648,Mporokoso,ZM,-9.3727,30.125,67.95,57,79,5.5,broken clouds
649,Nuuk,GL,64.1835,-51.7216,27.21,74,75,8.05,broken clouds
650,Fort Nelson,CA,58.8053,-122.7002,47.93,72,100,2.84,overcast clouds
651,Nago,JP,26.5881,127.9761,73.83,94,100,14.61,light rain
652,Pangnirtung,CA,66.1451,-65.7125,20.37,82,34,4.41,scattered clouds
653,Phalodi,IN,27.1333,72.3667,96.84,10,0,13.44,clear sky
654,Pontianak,ID,-0.0333,109.3333,75.18,94,75,3.44,light rain
655,Kerema,PG,-7.9631,145.7785,77.56,85,21,2.44,few clouds
656,Okhotsk,RU,59.3833,143.3,33.13,99,100,9.19,snow
657,Hirado,JP,33.3597,129.5531,61.39,88,100,13.65,light rain
658,Mezhdurechensk,RU,53.6942,88.0603,53.51,41,0,3.06,clear sky
659,Erzin,TR,36.9559,36.2,66.38,67,0,2.55,clear sky
660,Alekseyevsk,RU,57.8406,108.3492,47.05,68,98,1.41,overcast clouds
661,Kisangani,CD,0.5167,25.2,79.18,69,99,3.24,overcast clouds
662,Hasaki,JP,35.7333,140.8333,72.28,90,100,28.74,moderate rain
663,Sungairaya,ID,0.7,108.9,79.52,81,100,2.3,overcast clouds
664,Waingapu,ID,-9.6567,120.2641,77.49,88,95,5.55,overcast clouds
665,Avera,US,33.194,-82.5271,74.55,68,99,10.85,overcast clouds
666,Chute-Aux-Outardes,CA,49.1168,-68.399,48.18,100,100,13.8,light rain
667,Jabinyanah,TN,35.035,10.9081,71.1,54,1,14.03,clear sky
668,Tambura,SS,5.6,27.4667,80.96,52,81,4.56,broken clouds
669,Denpasar,ID,-8.65,115.2167,82.06,88,20,2.3,few clouds
670,Aksarka,RU,66.5606,67.7975,38.89,89,100,5.77,overcast clouds
671,Majene,ID,-3.5403,118.9707,78.62,86,100,3.18,overcast clouds
672,Bouafle,CI,6.9904,-5.7442,90.97,52,30,3.91,scattered clouds
673,Oranjemund,NA,-28.55,16.4333,56.25,87,45,13.67,scattered clouds
674,Sanmenxia,CN,34.7747,111.1814,60.62,24,100,1.61,overcast clouds
675,Lac Du Bonnet,CA,50.2536,-96.0612,58.32,70,80,17.38,broken clouds
676,Banda Aceh,ID,5.5577,95.3222,81.59,81,98,7.72,overcast clouds
677,Romitan,UZ,39.9343,64.3814,73.35,38,40,6.91,scattered clouds
678,Mabaruma,GY,8.2,-59.7833,81.03,86,82,7.0,broken clouds
679,Killybegs,IE,54.6333,-8.45,58.71,76,86,16.53,overcast clouds
680,Ramhormoz,IR,31.28,49.6035,83.88,13,0,20.29,clear sky
681,Kochi,IN,9.9399,76.2602,76.98,81,85,4.68,overcast clouds
682,Tongzi,CN,28.7829,105.0877,64.45,86,99,8.5,overcast clouds
683,Sao Filipe,CV,14.8961,-24.4956,75.81,71,12,3.36,few clouds
684,Goulburn,AU,-34.75,149.7167,54.25,96,9,2.39,clear sky
685,Andenes,NO,69.3143,16.1194,40.98,93,75,6.91,light rain
686,Banamba,ML,13.55,-7.45,105.75,14,42,6.51,scattered clouds
687,Terme,TR,41.2092,36.9739,58.93,78,1,8.86,clear sky
688,Drayton Valley,CA,53.2168,-114.9854,54.03,51,56,7.85,broken clouds
689,Aguimes,ES,27.9054,-15.4461,70.66,64,20,11.5,few clouds
690,Samur,RU,41.8253,48.486,55.89,60,0,7.18,clear sky
691,Monticello,US,45.3055,-93.7941,73.33,51,0,17.27,clear sky
692,Longido,TZ,-2.7333,36.6833,70.14,59,92,12.57,overcast clouds
693,Arman,RU,59.7,150.1667,32.85,98,100,3.62,snow
694,Vao,NC,-22.6667,167.4833,72.93,65,100,21.74,overcast clouds
695,Arkhara,RU,49.4212,130.0842,39.72,75,29,4.54,scattered clouds
696,Qom,IR,34.6401,50.8764,64.42,36,83,19.91,broken clouds
697,Abu Dhabi,AE,24.4667,54.3667,84.31,53,0,9.22,clear sky
698,Santander,ES,43.4647,-3.8044,62.71,95,75,5.99,broken clouds
699,Magan,ES,39.9683,-3.931,87.49,23,13,3.91,few clouds
